"Status","From","To"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Exploring Physical Quantities and Geometrical Relationships.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Exploring_Physical_Quantities_and_Geometrical_Relationships.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Facilitator Training.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Facilitator_Training.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Factors That Impact on the Bottom Line of a Wholesale and Retail Unit.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Factors_That_Impact_on_the_Bottom_Line_of_a_Wholesale_and_Retail_Unit.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Fair and Effective Disciplinary Procedures.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Fair_and_Effective_Disciplinary_Procedures.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Finance a New Venture.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Finance_a_New_Venture.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Finance For Non Financial Managers.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Finance_For_Non_Financial_Managers.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial Advisory and Intermediary Services Act 2002 (FAIS) (Act 37 of 2002).png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial_Advisory_and_Intermediary_Services_Act_2002_(FAIS)_(Act_37_of_2002).png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial Aspects of Personal, Business and National Issues.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial_Aspects_of_Personal,_Business_and_National_Issues.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial Intelligence Centre Act (FICA).png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial_Intelligence_Centre_Act_(FICA).png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial Management Essentials for Entrepreneurs.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial_Management_Essentials_for_Entrepreneurs.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial Mathematics & Analysis.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial_Mathematics_&_Analysis.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial Modeling.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial_Modeling.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial Planning for New Ventures.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Financial_Planning_for_New_Ventures.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Fire Fighting.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Fire_Fighting.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\First Aid.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\First_Aid.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Foundations of English Building Blocks for Effective Communication.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Foundations_of_English_Building_Blocks_for_Effective_Communication.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Fraud Management in the Office.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Fraud_Management_in_the_Office.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Fundamentals of International Trade.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Fundamentals_of_International_Trade.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Gather and Provide Relevant Information to Contribute to Contact Centre Problem Solving.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Gather_and_Provide_Relevant_Information_to_Contribute_to_Contact_Centre_Problem_Solving.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Give Evidence In Court.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Give_Evidence_In_Court.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Google Sheets and Forms.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Google_Sheets_and_Forms.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Hand Over a Serviced Vehicle.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Hand_Over_a_Serviced_Vehicle.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Handle Complaints and Problems.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Handle_Complaints_and_Problems.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\How to Deal With Depression.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\How_to_Deal_With_Depression.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\How to Start Your First Business.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\How_to_Start_Your_First_Business.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\How to Take Care of a Baby.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\How_to_Take_Care_of_a_Baby.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Identify and Respond to Customer Needs in a Contact Centre.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Identify_and_Respond_to_Customer_Needs_in_a_Contact_Centre.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Identify Customers and Generate Selling Opportunities.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Identify_Customers_and_Generate_Selling_Opportunities.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Identifying Business Opportunities.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Identifying_Business_Opportunities.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Implement and Manage Human Resource and Labour Relations Policies and Acts.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Implement_and_Manage_Human_Resource_and_Labour_Relations_Policies_and_Acts.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Implementation Options for Information Technology (IT).png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Implementation_Options_for_Information_Technology_(IT).png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Implementing and Maintaining Information Systems.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Implementing_and_Maintaining_Information_Systems.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Implementing Project Administration Processes.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Implementing_Project_Administration_Processes.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Incorporate Batho Pele Principles in Your Work Role.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Incorporate_Batho_Pele_Principles_in_Your_Work_Role.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Installing a Networked Workstation.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Installing_a_Networked_Workstation.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Instil in Myself a Personal Contact Centre Culture.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Instil_in_Myself_a_Personal_Contact_Centre_Culture.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Intermediate Excel Assessment.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Intermediate_Excel_Assessment.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Intermediate Microsoft Excel.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Intermediate_Microsoft_Excel.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Intermediate Microsoft Word.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Intermediate_Microsoft_Word.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interpret Classification Systems in Order to Organise, Retrieve and Dispose of Records.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interpret_Classification_Systems_in_Order_to_Organise,_Retrieve_and_Dispose_of_Records.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interpreting Literary Texts.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interpreting_Literary_Texts.png"
"NoChange","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interpreting_Financial_Reports.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interpreting_Financial_Reports.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interview Skills Assessment.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interview_Skills_Assessment.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interviewing Skills for Employers.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Interviewing_Skills_for_Employers.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Introduce New Staff to the Workplace.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Introduce_New_Staff_to_the_Workplace.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Introducing a New Team Member.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Introducing_a_New_Team_Member.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Introduction to Computers.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Introduction_to_Computers.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Introduction to Labour Law and the Basic Conditions of Employment Act.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Introduction_to_Labour_Law_and_the_Basic_Conditions_of_Employment_Act.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT Business Analysis.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT_Business_Analysis.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT Solutions Assessment.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT_Solutions_Assessment.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT Support & Customer Care.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT_Support_&_Customer_Care.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT Support and Enterprise Systems Management.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT_Support_and_Enterprise_Systems_Management.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT System Support.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\IT_System_Support.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Knowledge Management.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Knowledge_Management.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\LAN Installation and Commissioning.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\LAN_Installation_and_Commissioning.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Language and Communication in Occupational Learning.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Language_and_Communication_in_Occupational_Learning.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Language Proficiency Test (English).png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Language_Proficiency_Test_(English).png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Leadership in Supply Chain Management.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Leadership_in_Supply_Chain_Management.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Leadership Theories.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Leadership_Theories.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Local Area Network (LAN) Management Issues.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Local_Area_Network_(LAN)_Management_Issues.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Local Area Network Administration.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Local_Area_Network_Administration.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Logical Problem Solving and Error Detection.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Logical_Problem_Solving_and_Error_Detection.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Maintain and Adapt Oralsigned Communication.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Maintain_and_Adapt_Oralsigned_Communication.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Maintain Stock in the Automotive Sales Retail Industry.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Maintain_Stock_in_the_Automotive_Sales_Retail_Industry.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Maintenance of Office Equipment.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Maintenance_of_Office_Equipment.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Make Appointments and Control Flow of Customer Vehicles.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Make_Appointments_and_Control_Flow_of_Customer_Vehicles.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage and Communicate Requirements.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage_and_Communicate_Requirements.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage and Supervise Business Analysis.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage_and_Supervise_Business_Analysis.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage Business Operations.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage_Business_Operations.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage Diversity to Add Value in the Workplace.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage_Diversity_to_Add_Value_in_the_Workplace.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage General Administration.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage_General_Administration.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage in-bound andor Out-bound Calls in a Contact Centre.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage_in-bound_andor_Out-bound_Calls_in_a_Contact_Centre.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage Personal Finances.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage_Personal_Finances.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage Project Meetings and Workshops.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Manage_Project_Meetings_and_Workshops.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing an Information System in a Business.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing_an_Information_System_in_a_Business.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing Customer Complaints in a Contact Centre.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing_Customer_Complaints_in_a_Contact_Centre.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing of Service Providers.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing_of_Service_Providers.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing Office Supplies.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing_Office_Supplies.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing Project Documentation.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing_Project_Documentation.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing Supply Chain Relationships.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing_Supply_Chain_Relationships.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing Workplace Conflicts.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Managing_Workplace_Conflicts.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Mastering Cv Construction and Interview Skills.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Mastering_Cv_Construction_and_Interview_Skills.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Mastering Disciplinary Hearings A Comprehensive Guide.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Mastering_Disciplinary_Hearings_A_Comprehensive_Guide.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Match New Venture Opportunity to Market Needs.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Match_New_Venture_Opportunity_to_Market_Needs.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Mathematical Analysis in Economics and Finance.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Mathematical_Analysis_in_Economics_and_Finance.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Meet Performance Standards Within a Contact Centre.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Meet_Performance_Standards_Within_a_Contact_Centre.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Merchandise and display products, services and related goods.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Merchandise_and_display_products,_services_and_related_goods.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Microsoft Outlook.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Microsoft_Outlook.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Microsoft Teams.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Microsoft_Teams.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Microsoft Visual Basic for Excel.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Microsoft_Visual_Basic_for_Excel.png"
"NoChange","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Moderator.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Moderator.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Monitor, Assess and Manage Risk.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Monitor,_Assess_and_Manage_Risk.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Motivational Theories and Principles in Leadership.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Motivational_Theories_and_Principles_in_Leadership.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Motor Vehicle Learner's License - K53.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Motor_Vehicle_Learner's_License_-_K53.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Motorcycle Learner's License - K53.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Motorcycle_Learner's_License_-_K53.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Multi-User Computer System Security Administration.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Multi-User_Computer_System_Security_Administration.png"
"Renamed","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Multi-User Operating System Management.png","C:\Websites\learningmanagementsystem\Images\Course_Images\TAP_Courses_PNG_FIles\Multi-User_Operating_System_Management.png"
